"hhnum","initintrvmon","startmon","initfinaldays","initialdate_flag","startdate_edit","startlag","matchconsenthh","nonmetro","region","rural","tsstrata","tspsu","hhwgt","targetgroup","resunitsize","hhsize","famsize","numguests","guestspay","hhsizechange","hhsizechild","hhsizemove","hhsizechangeoth","inchhavg_r","inchhavg_flag","pctpovguidehh_r","povguide_hh","povthresh_hh","inchhimp1_r","inchhimp2_r","inchhimp3_r","inchhimp4_r","inchhimp5_r","inchhreported_r","incfamavg_r","povguide_fam","povthresh_fam","incfamreported_r","incworksheet","selfemployhh","selfemployfoodhh","jobchangeany","jobchangecat","earnlessnum_r","earnmorenum_r","earnsamenum","housingown","housingpub","housingsub","liqassets","anyvehicle","vehiclenum","caraccess","largeexp","exprentmrtg_r","exphomeins_r","expproptax_r","exppubtrans_r","expelectric_r","expheatfuel_r","expwastedisp_r","exphealthins_r","expcopay_r","expdoctor_r","exprx_r","expchildcare_r","expchildsupport_r","expadultcare_r","snapnowhh","snapnowreport","snapnowadmin","snapever","snap12mos","snaplastamt_r","snapusualamt","snapdays_initial","snapdays1","snapdays2","snapdays3","snapdays4","snapdays5","snapdays6","snapdays7","snapdays_final","snapdays_initial_u","snapdays1_u","snapdays2_u","snapdays3_u","snapdays4_u","snapdays5_u","snapdays6_u","snapdays7_u","snapdays_final_u","usdafoods","schservebrkfst","wiccategelig","anypregnant","wichh","mealdelivery","mealfacility","adltfsraw","adltfscat","foodsufficient","foodsecureq1","foodsecureq2","foodsecureq3","foodsecureq4","foodsecureq5","foodsecureq6","foodsecureq7","foodsecureq8","foodsecureq9","foodsecureq10","grocerylistfreq","primstoreplaceid","primstoresnaptype","primstoretype","primstoreedit_type","primstoreedit_filltype","primstoredist_s","primstoredist_d","primstoretime_d","primstoredist_w","primstoretime_w","primstoretravelmode","primstoretravelcost","primstoretraveltime","primstoreprices","primstoreproduce","primstoremeat","primstorequality","primstorevariety","primstorespecial","primstoreclose","primstoreloyalty","primstoreothreason","whynotsupermkt1","whynotsupermkt2","whynotsupermkt3","whynotsupermkt4","whynotsupermkt5","whynotsupermkt6","whynotsupermkt7","whynotsupermkt8","whynotsupermkt9","whynotsupermktoth","altstoreplaceid","altstoresnaptype","altstoretype","altstoreedit_type","altstoreedit_filltype","altstorereason","altstoredist_s","altstoredist_d","altstoretime_d","altstoredist_w","altstoretime_w","evershopother","foodstorenum","shopconv","shopbigbox","shopclub","shopdollar","shopbakery","shopmeatfish","shopvegstand","shopanyother","shopothnone","foodpantry","gardenown","gardenelse","farmersmarket","huntfish","dietstatuspr","dietstatushh","healthycost","healthytime","healthytastepr","healthytastehh","eathealthyhh","myplate","myplatefollow","mypyramid","foodpyramid","mypyramidsearch","mypyramidfollow","fruitsveg","nutritionfacts","nutritioneduc","nutritionsearch","anyvegetarian","anylactoseintol","anyfoodallergy","allergywheat","allergymilk","allergyegg","allergyfish","allergyshellfish","allergycorn","allergypeanut","allergyothnut","allergysoy","allergyoth","anydieting","anytobacco","anyillness","fincondition","billrevfreq","billsontimefreq","payaboveminfreq","billpayprob6mos","evicted6mos","utilnotpaid6mos","cashadv6mos","paydayloan6mos","ndinnersouthh","nmealshome","nmealstogether","mealguestany","mealguest_flag","mealguestdays","mealguestdays_flag","mealguestsun","mealguestmon","mealguesttue","mealguestwed","mealguestthu","mealguestfri","mealguestsat","nguestbrkfstsun_r","nguestbrkfstmon_r","nguestbrkfsttue_r","nguestbrkfstwed_r","nguestbrkfstthu_r","nguestbrkfstfri_r","nguestbrkfstsat_r","nguestlunchsun_r","nguestlunchmon_r","nguestlunchtue_r","nguestlunchwed_r","nguestlunchthu_r","nguestlunchfri_r","nguestlunchsat_r","nguestdinnersun_r","nguestdinnermon_r","nguestdinnertue_r","nguestdinnerwed_r","nguestdinnerthu_r","nguestdinnerfri_r","nguestdinnersat_r","nguestsnacksun_r","nguestsnackmon_r","nguestsnacktue_r","nguestsnackwed_r","nguestsnackthu_r","nguestsnackfri_r","nguestsnacksat_r","units12","units34","elig_units1","elig_units2","elig_units3","elig_units4","benest1_hh","benest2_hh","benest3_hh","benest4_hh","feedback1","feedback2","feedback3","feedback4_1","feedback4_2","feedback4_3","feedback4_4","feedback4_5","feedback4_6","feedback4_7","feedback4_8"
105739,5,5,8,0,0,0,1,0,4,0,23,34,34997.7582470825,3,1,1,1,0,0,0,-996,-996,-996,2063,0,221.629364368845,930.833333333333,917.583333333333,2063,2063,2063,2063,2063,2063,2063,930.833333333333,917.583333333333,2063,1,0,-996,0,-996,-996,-996,-996,2,-996,-996,3,1,1,-996,0,0,40,166.67,0,150,0,100,275,0,0,8,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,0,-996,-996,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,5,1041948,"SS",121,,,1.198,1.366,4.55,-996,-996,1,-996,5,1,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,,,,,-996,-996,-996,-996,-996,-996,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-996,0,0,0,-996,1,1,0,1,-996,0,-996,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,5,-996,-996,-996,-996,-996,-996,6,-996,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1
105747,7,7,8,0,0,1,1,1,2,1,6,46,97908.2304195333,2,4,4,4,0,0,0,-996,-996,-996,2752.67,0,143.306030368764,1920.83333333333,1940.25,2752.67,2752.67,2752.67,2752.67,2752.67,2752.67,2752.67,1920.83333333333,1940.25,2752.67,1,0,-996,0,-996,-996,-996,-996,2,-996,-996,1,1,2,-996,0,480,41.67,125,0,99,0,33,0,0,0,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,1,1,0,-996,0,0,1,2,2,3,3,2,0,-996,0,0,0,-996,-996,3,1121169,"SS",121,0,0,16.168,23.062,33.55,-996,-996,1,-996,30,1,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,,,,,-996,-996,-996,-996,-996,-996,0,-996,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,1,0,-996,1,-996,0,-996,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,4,0,0,0,0,0,1,7,10,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,1
105753,10,10,8,0,0,1,1,0,3,0,14,27,9526.70447651117,4,3,3,2,0,0,1,0,1,0,1600,0,100.576217915139,1590.83333333333,1496.58333333333,1600,1600,1600,1600,1600,1600,800,1260.83333333333,1281.16666666667,800,0,0,-996,1,1,0,0,1,1,0,1,1,1,2,-996,1,475,9,0,0,90,0,0,0,0,0,30,0,433.33,0,1,0,1,1,0,-996,-996,28,29,0,1,2,3,4,5,6,-2,-1,0,1,2,3,4,5,6,0,-996,1,0,-996,0,0,9,4,3,2,2,2,1,30,1,1,1,1,2,2,1123737,"SS",121,,,1.707,1.896,5.63,-996,-996,1,-996,5,1,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,,122,0,1,4,-996,-996,-996,-996,-996,1,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,4,1,0,0,0,0,0,-996,0,1,-996,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,5,6,0,0,1,0,0,0,6,5,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,373,373,373,373,1,2,3,0,0,0,0,0,0,0,1
105756,9,9,8,0,0,1,1,0,3,1,14,27,13437.994488593,3,2,2,1,0,0,0,-996,-996,-996,2739.462,0,217.273919365499,1260.83333333333,1281.16666666667,2739.462,2739.462,2739.462,2739.462,2739.462,2739.462,1150,930.833333333333,995.416666666667,1150,1,0,-996,0,-996,-996,-996,-996,2,-996,-996,1,1,2,-996,0,0,133.33,100,0,168,0,15,0,0,0,27,0,563.33,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,0,-996,-996,0,0,5,3,2,2,3,3,1,15,1,1,0,0,-996,5,1123737,"SS",121,,,11.359,16.318,28.55,-996,-996,1,-996,40,1,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1091012,"SM",122,,,7,8.006,13.105,21.6,-996,-996,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4,4,0,1,0,0,0,0,-996,0,1,-996,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,5,6,0,0,0,0,0,1,4,0,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,2,0,0,2,1,0,0,84,68,1,1,1,0,0,0,0,0,0,0,1
105761,10,10,8,0,0,1,1,0,2,0,7,12,9448.55171118352,3,2,2,2,0,0,0,-996,-996,-996,4850,0,384.666226040978,1260.83333333333,1156.5,4850,4850,4850,4850,4850,4850,4850,1260.83333333333,1156.5,4850,1,0,-996,0,-996,-996,-996,-996,2,-996,-996,3,1,1,-996,0,1400,120,133.33,0,99,162,0,0,0,0,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,1,0,-996,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,5,1015685,"SS",121,,,9.009,14.629,17.45,-996,-996,1,-996,20,0,0,0,0,0,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,,,,,-996,-996,-996,-996,-996,-996,0,-996,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,2,1,0,0,0,0,1,1,1,-996,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,6,-996,-996,-996,-996,-996,1,2,20,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,1
105763,12,12,8,0,0,1,1,0,3,0,11,18,3113.64611219836,4,6,6,5,0,0,1,0,0,1,1520,0,58.8957055214724,2580.83333333333,2691.5,1520,1520,1520,1520,1520,1520,1050,2250.83333333333,2340.58333333333,1050,1,0,-996,0,-996,-996,-996,-996,2,-996,-996,1,1,2,-996,1,350,0,0,0,215,200,175,0,0,0,0,0,0,0,1,1,1,-996,-996,1,1,8,9,10,11,12,13,14,15,16,8,9,10,11,12,13,14,15,16,1,-996,1,0,0,0,0,0,1,2,3,3,3,-996,-996,-996,-996,-996,-996,-996,3,1103589,"SM",122,,,9.005,10.584,16.9,-996,-996,1,-996,15,1,0,0,0,1,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,,122,0,1,1,-996,-996,-996,-996,-996,0,-996,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2,2,0,0,0,0,1,0,-996,0,1,-996,1,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,6,1,0,1,0,0,0,7,3,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,572,572,572,572,2,4,3,0,0,1,0,1,0,0,0
105764,11,11,9,0,0,1,1,0,3,0,11,18,28285.5869911586,2,2,2,1,0,0,0,-996,-996,-996,1656.4796626,1,131.37974852082,1260.83333333333,1156.5,671.47069697187,1169.91227723726,2723.31422662018,3178.97541079754,538.725701433764,0,828.2398313,930.833333333333,917.583333333333,0,1,0,-996,0,-996,-996,-996,-996,2,-996,-996,3,1,2,-996,0,0,80,116.67,0,210,8,63,262,0,0,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,0,-996,-996,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,4,1003835,"SM",122,,,2.31,3.078,7.72,-996,-996,1,-996,10,1,1,0,1,1,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,,,,,-996,-996,-996,-996,-996,-996,0,-996,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,1,0,-996,1,-996,0,-996,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,5,5,-996,-996,-996,-996,-996,-998,5,21,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,367,367,367,367,1,5,2,0,0,0,0,0,0,0,1
105765,10,10,8,0,0,1,1,0,3,0,17,30,2733.62466387842,2,3,3,3,0,0,0,-996,-996,-996,2500,0,157.150340492404,1590.83333333333,1541.5,2500,2500,2500,2500,2500,2500,2500,1590.83333333333,1541.5,2500,1,0,-996,0,-996,-996,-996,-996,2,-996,-996,1,1,1,-996,0,1100,75,308.33,0,220,0,0,360,0,0,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,1,1,0,-996,0,0,2,2,1,2,2,3,0,-996,0,0,0,-996,-996,1,1122993,"SS",121,,,1.038,1.985,5.82,-996,-996,1,-996,15,1,1,1,0,0,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1122993,"SS",121,,,1,1.038,1.985,5.82,-996,-996,0,-996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,-996,1,-996,0,-996,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,1,0,0,0,0,0,1,6,6,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,108,108,108,108,2,1,1,0,1,0,0,0,0,0,0
105769,9,9,7,0,0,1,1,0,3,0,17,30,4142.69424610617,2,2,2,2,0,0,0,-996,-996,-996,2000,0,158.62524785195,1260.83333333333,1281.16666666667,2000,2000,2000,2000,2000,2000,2000,1260.83333333333,1281.16666666667,2000,1,0,-996,0,-996,-996,-996,-996,1,0,0,1,1,1,-996,1,630,0,0,130,224,0,94,150,0,0,0,0,0,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,1,0,-996,0,0,10,4,4,1,1,1,1,13,1,1,1,1,6,3,1170798,"SS",121,,,1.095,1.217,6.03,-996,-996,1,-996,8,1,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1027288,"SS",121,,,4,3.525,4.268,10.15,-996,-996,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,4,3,1,0,0,0,0,0,-996,0,1,-996,1,2,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,4,5,6,1,1,1,1,1,1,2,2,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,16,16,16,16,1,1,2,0,0,0,0,0,0,0,1
105780,5,5,8,0,0,1,1,0,3,0,16,10,6169.46161526654,3,2,2,2,0,0,0,-996,-996,-996,3564,0,282.670191672175,1260.83333333333,1281.16666666667,3564,3564,3564,3564,3564,3564,3564,1260.83333333333,1281.16666666667,3564,1,0,-996,0,-996,-996,-996,-996,2,-996,-996,1,1,4,-996,0,680,100,91.67,0,155,0,39.5,300,125,40,100,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,0,-996,-996,0,0,6,4,2,1,2,2,1,5,1,0,0,0,-996,3,1076134,"SM",122,,,0.572,0.807,3.27,0.727,14.1,1,-996,10,0,0,0,0,0,0,1,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1083754,"CO",106,,,7,0.471,0.58,2.25,0.58,11.13,0,-996,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5,5,0,0,0,0,0,0,-996,0,1,-996,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,4,4,1,0,0,1,0,2,6,6,1,0,6,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1
105792,7,7,10,0,0,1,1,0,1,0,8,47,45320.4035491458,3,2,2,1,0,0,0,-996,-996,-996,6300,0,499.669530733642,1260.83333333333,1281.16666666667,6300,6300,6300,6300,6300,6300,1600,930.833333333333,995.416666666667,1600,1,0,-996,0,-996,-996,-996,-996,1,0,0,3,1,2,1,0,1375,25,0,100,70,30,0,140,80,100,50,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,1,0,-996,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,2,1077179,"MG",112,,,0.726,1.094,4.1,0.77,15.33,4,-996,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-996,,122,0,1,7,-996,-996,-996,-996,-996,1,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0,3,3,1,1,0,0,0,0,-996,1,-996,0,-996,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,5,-996,-996,-996,-996,-996,1,5,5,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1
105793,5,5,8,0,0,1,1,0,2,0,2,56,54517.5700900447,2,1,1,1,0,0,0,-996,-996,-996,1000,0,107.430617726052,930.833333333333,995.416666666667,1000,1000,1000,1000,1000,1000,1000,930.833333333333,995.416666666667,1000,1,0,-996,1,1,1,0,0,1,0,0,1,1,1,-996,0,350,13,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,0,-996,-996,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,1,1094751,"SM",122,,,1.64,2.069,8.08,-996,-996,1,-996,5,1,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1105185,"SS",121,,,7,0.24,1.243,3.95,0.309,6,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-996,0,0,1,-996,1,0,-996,1,-996,0,-996,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,0,0,0,0,1,-996,5,-996,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,110,110,110,110,1,6,1,0,0,0,0,0,0,0,1
105796,5,5,9,0,0,1,1,0,3,0,11,52,62952.1242990102,4,4,4,3,0,0,0,-996,-996,-996,2005.27085833003,1,104.395879826292,1920.83333333333,2005.75,1741.6,1743.23223740598,2158.60917886997,2304.9387060457,2077.97416932849,1741.6,1741.6,1590.83333333333,1540,1741.6,0,0,-996,0,-996,-996,-996,-996,1,0,0,1,1,2,-996,0,600,0,0,0,136,0,0,30,0,0,0,0,0,0,1,1,1,-996,-996,7,1,8,9,10,11,12,13,14,15,17,8,9,10,11,12,13,14,15,17,0,-996,1,0,0,0,0,5,3,1,2,2,3,1,6,1,0,0,0,-996,1,1118152,"SS",121,,,4.594,6.874,11.97,-996,-996,1,-996,10,1,0,0,0,0,0,0,0,0,-997,-997,-997,-997,-997,-997,-997,-997,-997,-997,1101438,"SM",122,0,0,1,2.534,3.243,6.48,-996,-996,1,4,1,0,1,1,0,0,0,0,0,0,1,0,1,0,4,3,0,0,1,0,0,0,-996,1,-996,0,-996,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,5,3,6,1,0,0,0,1,0,5,3,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,3,1,1,2,2,547,368,567,567,1,3,2,0,0,0,0,0,0,0,1
105799,10,10,8,0,0,1,1,0,2,0,8,53,20666.2575208153,3,1,1,1,0,0,0,-996,-996,-996,3000.05355602,0,322.297606734467,930.833333333333,995.416666666667,1720.33892043811,1988.60613559369,2927.97869498187,3372.48347988434,4990.860549175,280,3000.05355602,930.833333333333,995.416666666667,280,0,0,-996,0,-996,-996,-996,-996,1,0,0,1,1,1,-996,0,600,0,0,0,50,0,0,0,0,0,40,0,300,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,0,-996,-996,0,0,2,2,1,2,2,3,0,-996,0,0,0,-996,-996,5,1082329,"SS",121,,,2.906,5.32,13.47,-996,-996,1,-996,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1002237,"SS",121,0,0,2,1.168,1.717,5.15,-996,-996,0,-996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-996,0,1,0,-996,1,0,-996,0,1,-996,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,4,3,0,0,0,0,0,-996,3,-996,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,200,200,200,200,2,1,2,0,0,0,0,0,0,0,1
105804,8,8,8,0,0,1,1,0,4,0,23,34,2187.55341717432,4,2,2,2,0,0,0,-996,-996,-996,723,0,57.3430270984798,1260.83333333333,1281.16666666667,723,723,723,723,723,723,723,1260.83333333333,1281.16666666667,723,0,0,-996,0,-996,-996,-996,-996,1,1,-996,1,1,1,-996,0,320,0,0,0,53.5,0,0,0,0,0,0,0,0,0,1,1,1,-996,-996,7,1,0,1,2,3,4,5,6,7,8,0,1,2,3,4,5,6,7,8,0,-996,1,1,1,0,0,8,4,3,1,1,1,1,5,1,1,0,1,2,4,1012565,"SS",121,,,2.782,3.336,7.83,-996,-996,3,-996,15,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1085788,"SM",122,,,5,1.968,3.475,9.78,-996,-996,1,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,5,4,1,0,0,0,0,0,-996,0,0,-996,-996,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,5,6,1,0,0,0,0,0,7,0,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,322,322,322,322,1,2,2,0,0,0,0,0,0,0,1
105809,6,6,8,0,0,1,1,1,3,0,24,45,187226.021095508,3,1,1,1,0,0,0,-996,-996,-996,4853.338,0,521.397099373321,930.833333333333,995.416666666667,4853.33799999999,4853.33799999999,4853.33799999999,4853.33799999999,4853.33799999999,4853.338,4853.338,930.833333333333,995.416666666667,4853.338,1,1,0,0,-996,-996,-996,-996,2,-996,-996,3,1,4,-996,0,0,100,316.67,0,48,10,24,0,82,0,45,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,1,0,-996,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,1,-996,,122,0,1,-996,-996,-996,-996,-996,1,-996,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1116452,"SS",121,,,6,0.909,1.24,5.28,1.233,26.57,1,4,0,0,0,1,0,0,1,0,0,0,1,1,1,1,2,-996,0,0,0,-996,1,1,1,1,-996,0,-996,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,5,6,-996,-996,-996,-996,-996,-996,6,-996,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
